,longitude
1672,78.3519638
1673,78.4399014
1674,78.3825785
1675,79.6808767
1676,78.4054408
1677,77.6796806
1678,0.0
1679,78.3961144
1680,0.0
1681,0.0
1682,78.0692712
1683,78.3635484
1684,0.0
1685,78.4054408
1686,78.30112472247902
1687,78.5407976
1688,78.003997
1689,78.3519638
1690,79.6808767
1691,78.1307931
1692,78.4054408
1693,78.2873322
1694,78.5424889
1695,78.55457541460385
1696,78.3968876
1697,78.5601231
1698,78.3817156
1699,0.0
1700,78.3916289
1701,78.3567628
1702,78.4399014
1703,78.4054408
1704,78.5253821
1705,79.6808767
1706,78.4102882
1707,78.2873322
1708,78.3405519
1709,80.8334595
1710,78.5117854
1711,78.5424889
1712,78.3961144
1713,78.5827841
1714,78.3547825
1715,78.3405519
1716,78.5510938
1717,78.55457541460385
1718,78.5088584
1719,78.3567628
1720,78.342306
1721,78.3010473
1722,78.50204406996613
1723,78.3817156
1724,78.4054408
1725,78.4102882
1726,80.8334595
1727,80.8334595
1728,78.2905401
1729,79.6808767
1730,78.3817156
1731,78.2905401
1732,0.0
1733,78.3365214
1734,78.5601231
1735,78.3916289
1736,78.34067239565113
1737,80.8334595
1738,78.3567628
1739,78.3817156
1740,75.8346029
1741,78.5368997
1742,78.3916289
1743,78.4399014
1744,78.5509653
1745,78.3825785
1746,78.4985239
1747,79.6808767
1748,78.3961144
1749,77.0898276
1750,78.5424889
1751,78.4054408
1752,79.6808767
1753,78.3365214
1754,78.34067239565113
1755,-14.2412855
1756,78.3817156
1757,78.3817156
1758,79.6808767
1759,78.003997
1760,78.5601231
1761,78.3547825
1762,78.4988955
1763,74.8415492
1764,78.3547825
1765,78.3961144
1766,78.4054408
1767,78.4054408
1768,78.3547825
1769,78.4446705
1770,78.3060359
1771,78.3635484
1772,78.3519638
1773,78.5088584
1774,78.3861689281263
1775,0.0
1776,73.077714
1777,23.02073905062165
1778,78.3567628
1779,73.077714
1780,78.3817156
1781,80.8334595
1782,78.3365214
1783,78.0009341
1784,78.5510938
1785,78.5020964
1786,-74.009271
1787,78.3547825
1788,78.3547825
1789,0.0
1790,78.3010473
1791,78.3060359
1792,78.2873322
1793,78.3825785
1794,78.3519638
1795,78.3961144
1796,0.0
1797,78.34067239565113
1798,78.20203630829475
1799,80.65068852279681
1800,78.3825785
1801,78.3365214
1802,78.4200077
1803,0.0
1804,0.0
1805,78.34067239565113
1806,78.3547825
1807,0.0
1808,78.4624821
1809,78.3825785
1810,78.4006536
1811,78.3817156
1812,79.6808767
1813,-14.2412855
1814,78.4200077
1815,78.5379433
1816,78.4054408
1817,78.2045948
1818,78.3519638
1819,78.3635484
1820,78.3567628
1821,79.6808767
1822,78.3010473
1823,73.077714
1824,78.4102882
1825,0.0
1826,78.3817156
1827,78.2905401
1828,78.39692303808157
1829,79.6808767
1830,78.5020964
1831,78.34067239565113
1832,78.4149849
1833,78.3405519
1834,78.5329747
1835,78.3365214
1836,-78.6604105
1837,79.6808767
1838,78.49462050784989
1839,0.0
1840,-78.6604105
1841,80.2159247
1842,78.3861689281263
1843,78.4054408
1844,78.3519638
1845,78.5088584
1846,77.4131138
1847,0.0
1848,78.3817156
1849,78.228015
1850,78.4843146
1851,78.5788551
1852,79.6808767
1853,78.3817156
1854,79.7955465
1855,78.3817156
1856,78.4054408
1857,78.3861689281263
1858,78.3365214
1859,78.3916289
1860,78.3519638
1861,78.3322142
1862,78.34067239565113
1863,0.0
1864,78.3405519
1865,78.4200077
1866,78.34067239565113
1867,0.0
1868,78.3861689281263
1869,78.3547825
1870,78.3567628
1871,78.5592161
1872,78.3817156
1873,78.4200077
1874,-14.2412855
1875,78.3405519
1876,78.3567628
1877,78.20203630829475
1878,78.4399014
1879,79.6808767
1880,78.3825785
1881,78.3907531
1882,78.4399014
1883,78.4446705
1884,78.3817156
1885,2.820229
1886,78.4102882
1887,79.6808767
1888,78.34067239565113
1889,80.8334595
1890,78.8656307623982
1891,78.3916289
1892,78.3861689281263
1893,78.3547825
1894,85.1623397
1895,78.4446705
1896,77.0964961
1897,78.4969683
1898,78.3817156
1899,80.8334595
1900,78.3365214
1901,78.55457541460385
1902,78.5092275
1903,0.0
1904,78.3567628
1905,0.0
1906,-14.2412855
1907,78.4102882
1908,78.5379433
1909,78.3635484
1910,0.0
1911,78.4446705
1912,79.6808767
1913,78.3817156
1914,78.3519638
1915,78.4054408
1916,78.3519638
1917,79.6808767
1918,78.4399014
1919,78.3817156
1920,0.0
1921,78.3365214
1922,79.6808767
1923,78.4200077
1924,78.3519638
1925,78.5362644
1926,78.3916289
1927,79.6808767
1928,78.3567628
1929,78.5330493
1930,78.3861689281263
1931,78.3817156
1932,78.3567628
1933,-78.6604105
1934,78.3519638
1935,78.5088584
1936,78.5509653
1937,78.49462050784989
1938,78.3825785
1939,77.9793799
1940,78.3817156
1941,78.4054408
1942,78.3060359
1943,78.4102882
1944,78.4102882
1945,79.94467369931576
1946,78.4102882
